Name,IMDB Ratings,IMDB Score,Content Rating,Date Released,Genres,Genre 1,Genre 2,Genre 3,Keywords,Keyword 1,Keyword 2,Keyword 3,Keyword 4,Keyword 5,Production Companies,Stars,Star 1,Star 1 url,Star 2,Star 2 url,Star 3,Star 3 url,Directors,Director 1,Director 1 url,Director 2,Director 2 url,Director 3,Director 3 url,Writers,Writer 1,Writer 1 url,Writer 2,Writer 2 url,Writer 3,Writer 3 url,Runtime,Nominations,Awards,Estimated Budget,Budget Currency,Gross Revenue US&Canada USD,Opening Weekend Revenue US&Canada USD,Gross Revenue Worldwide USD
Percy Jackson &amp; the Olympians: The Lightning Thief,197549,5.9,PG,2010-02-12,"['Adventure', 'Family', 'Fantasy']",Adventure,Family,Fantasy,"['father son relationship', 'new york city', 'empire state building manhattan new york city', 'teenager', 'underworld']",father son relationship,new york city,empire state building manhattan new york city,teenager,underworld,"['Fox 2000 Pictures', '1492 Pictures', 'Sunswept Entertainment']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0503567/', 'name': 'Logan Lerman'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0571727/', 'name': 'Kevin McKidd'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0176869/', 'name': 'Steve Coogan'}]",Logan Lerman,https://www.imdb.com/name/nm0503567/,Kevin McKidd,https://www.imdb.com/name/nm0571727/,Steve Coogan,https://www.imdb.com/name/nm0176869/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0001060/', 'name': 'Chris Columbus'}]",Chris Columbus,https://www.imdb.com/name/nm0001060/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0017497/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0046151/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0226011/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0864471/', 'name': 'Craig Titley'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm2292894/', 'name': 'Rick Riordan'}]",Craig Titley,https://www.imdb.com/name/nm0864471/,Rick Riordan,https://www.imdb.com/name/nm2292894/,unknown,unknown,118,0,11,95000000.0,USD,88768303.0,31236067.0,226497209.0
The Ghost Writer,169346,7.2,PG,2010-02-18,"['Crime', 'Drama', 'Mystery']",Crime,Drama,Mystery,"['memoir', 'writer', 'ferry', 'political thriller', 'beach house']",memoir,writer,ferry,political thriller,beach house,"['R.P. Productions', 'France 2 Cinéma', 'Studio Babelsberg']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000191/', 'name': 'Ewan McGregor'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000112/', 'name': 'Pierce Brosnan'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0931404/', 'name': 'Olivia Williams'}]",Ewan McGregor,https://www.imdb.com/name/nm0000191/,Pierce Brosnan,https://www.imdb.com/name/nm0000112/,Olivia Williams,https://www.imdb.com/name/nm0931404/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000591/', 'name': 'Roman Polanski'}]",Roman Polanski,https://www.imdb.com/name/nm0000591/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0024473/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0056755/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0053177/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0365249/', 'name': 'Robert Harris'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000591/', 'name': 'Roman Polanski'}]",Robert Harris,https://www.imdb.com/name/nm0365249/,Roman Polanski,https://www.imdb.com/name/nm0000591/,unknown,unknown,128,33,57,45000000.0,USD,15541549.0,183009.0,60331447.0
Green Zone,141618,6.8,14A,2010-03-12,"['Action', 'Drama', 'Thriller']",Action,Drama,Thriller,"['political military conspiracy', 'interrogation by torture', 'american', 'female reporter', 'speech']",political military conspiracy,interrogation by torture,american,female reporter,speech,"['Universal Pictures', 'StudioCanal', 'Relativity Media']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000354/', 'name': 'Matt Damon'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0005042/', 'name': 'Jason Isaacs'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0001427/', 'name': 'Greg Kinnear'}]",Matt Damon,https://www.imdb.com/name/nm0000354/,Jason Isaacs,https://www.imdb.com/name/nm0005042/,Greg Kinnear,https://www.imdb.com/name/nm0001427/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0339030/', 'name': 'Paul Greengrass'}]",Paul Greengrass,https://www.imdb.com/name/nm0339030/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0005073/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0047476/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0142678/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0001338/', 'name': 'Brian Helgeland'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm2418487/', 'name': 'Rajiv Chandrasekaran'}]",Brian Helgeland,https://www.imdb.com/name/nm0001338/,Rajiv Chandrasekaran,https://www.imdb.com/name/nm2418487/,unknown,unknown,115,0,6,100000000.0,USD,35053660.0,14309295.0,113377594.0
The Crazies,127587,6.5,18A,2010-02-26,['Horror'],Horror,unknown,unknown,"['sheriff', 'deputy', 'self sacrifice', 'house on fire', 'barn']",sheriff,deputy,self sacrifice,house on fire,barn,"['Overture Films', 'Participant', 'Imagenation Abu Dhabi FZ']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0593664/', 'name': 'Radha Mitchell'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0648249/', 'name': 'Timothy Olyphant'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1263939/', 'name': 'Danielle Panabaker'}]",Radha Mitchell,https://www.imdb.com/name/nm0593664/,Timothy Olyphant,https://www.imdb.com/name/nm0648249/,Danielle Panabaker,https://www.imdb.com/name/nm1263939/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0252135/', 'name': 'Breck Eisner'}]",Breck Eisner,https://www.imdb.com/name/nm0252135/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0193414/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0132772/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0251916/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0466925/', 'name': 'Scott Kosar'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1242522/', 'name': 'Ray Wright'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0001681/', 'name': 'George A. Romero'}]",Scott Kosar,https://www.imdb.com/name/nm0466925/,Ray Wright,https://www.imdb.com/name/nm1242522/,George A. Romero,https://www.imdb.com/name/nm0001681/,101,0,11,20000000.0,USD,39123589.0,16067552.0,54806823.0
Valentine's Day,123674,5.7,PG,2010-02-12,"['Comedy', 'Romance']",Comedy,Romance,unknown,"['grandmother grandson relationship', 'grandfather grandson relationship', 'car', 'boy', 'male bonding']",grandmother grandson relationship,grandfather grandson relationship,car,boy,male bonding,"['New Line Cinema', 'Rice Films', 'Karz Entertainment']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000210/', 'name': 'Julia Roberts'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0004937/', 'name': 'Jamie Foxx'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0004266/', 'name': 'Anne Hathaway'}]",Julia Roberts,https://www.imdb.com/name/nm0000210/,Jamie Foxx,https://www.imdb.com/name/nm0004937/,Anne Hathaway,https://www.imdb.com/name/nm0004266/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0005190/', 'name': 'Garry Marshall'}]",Garry Marshall,https://www.imdb.com/name/nm0005190/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0046718/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0176486/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0033868/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0297545/', 'name': 'Katherine Fugate'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0463359/', 'name': 'Abby Kohn'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0799050/', 'name': 'Marc Silverstein'}]",Katherine Fugate,https://www.imdb.com/name/nm0297545/,Abby Kohn,https://www.imdb.com/name/nm0463359/,Marc Silverstein,https://www.imdb.com/name/nm0799050/,125,7,12,52000000.0,USD,110528528.0,56260707.0,216528528.0
From Paris with Love,120657,6.4,14A,2010-02-05,"['Action', 'Crime', 'Thriller']",Action,Crime,Thriller,"['premarital sex', 'villainess', 'spy', 'france', 'blood']",premarital sex,villainess,spy,france,blood,"['EuropaCorp', 'M6 Films', 'Grive Productions']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000237/', 'name': 'John Travolta'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0001667/', 'name': 'Jonathan Rhys Meyers'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0810738/', 'name': 'Kasia Smutniak'}]",John Travolta,https://www.imdb.com/name/nm0000237/,Jonathan Rhys Meyers,https://www.imdb.com/name/nm0001667/,Kasia Smutniak,https://www.imdb.com/name/nm0810738/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0603628/', 'name': 'Pierre Morel'}]",Pierre Morel,https://www.imdb.com/name/nm0603628/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0048273/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0069340/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0240248/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0367867/', 'name': 'Adi Hasak'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000108/', 'name': 'Luc Besson'}]",Adi Hasak,https://www.imdb.com/name/nm0367867/,Luc Besson,https://www.imdb.com/name/nm0000108/,unknown,unknown,92,0,0,52000000.0,USD,24077427.0,8158860.0,52844496.0
My Name Is Khan,113746,7.9,PG,2010-02-11,"['Adventure', 'Drama', 'Romance']",Adventure,Drama,Romance,"['barack obama character', 'asperger&apos;s syndrome', 'racial profiling', 'autism', 'airport']",barack obama character,asperger&apos;s syndrome,racial profiling,autism,airport,"['Dharma Productions', 'Fox Star Studios', 'Imagenation Abu Dhabi FZ']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0451321/', 'name': 'Shah Rukh Khan'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0004418/', 'name': 'Kajol'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm2974366/', 'name': 'Sheetal Menon'}]",Shah Rukh Khan,https://www.imdb.com/name/nm0451321/,Kajol,https://www.imdb.com/name/nm0004418/,Sheetal Menon,https://www.imdb.com/name/nm2974366/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0424103/', 'name': 'Karan Johar'}]",Karan Johar,https://www.imdb.com/name/nm0424103/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0078768/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0241299/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0251916/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm2042791/', 'name': 'Shibani Bathija'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1145539/', 'name': 'Niranjan Iyengar'}]",Shibani Bathija,https://www.imdb.com/name/nm2042791/,Niranjan Iyengar,https://www.imdb.com/name/nm1145539/,unknown,unknown,165,25,36,12000000.0,USD,4018771.0,1944027.0,42345360.0
Cop Out,89879,5.5,14A,2010-02-26,"['Action', 'Comedy', 'Crime']",Action,Comedy,Crime,"['united states of america', 'weapon', 'death', 'car', 'ford']",united states of america,weapon,death,car,ford,"['Warner Bros.', 'Marc Platt Productions']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000246/', 'name': 'Bruce Willis'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0605079/', 'name': 'Tracy Morgan'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0380022/', 'name': 'Juan Carlos Hernández'}]",Bruce Willis,https://www.imdb.com/name/nm0000246/,Tracy Morgan,https://www.imdb.com/name/nm0605079/,Juan Carlos Hernández,https://www.imdb.com/name/nm0380022/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0003620/', 'name': 'Kevin Smith'}]",Kevin Smith,https://www.imdb.com/name/nm0003620/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0002663/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0093810/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0191523/', 'name': 'Robb Cullen'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0191502/', 'name': 'Mark Cullen'}]",Robb Cullen,https://www.imdb.com/name/nm0191523/,Mark Cullen,https://www.imdb.com/name/nm0191502/,unknown,unknown,107,0,1,30000000.0,USD,44875481.0,18211126.0,55611001.0
Centurion,85493,6.3,18A,2010-04-23,"['Action', 'Drama', 'History']",Action,Drama,History,"['legion', 'sole survivor', 'britain', 'roman soldier', 'woman warrior']",legion,sole survivor,britain,roman soldier,woman warrior,"['Pathé Pictures International', 'UK Film Council', 'Warner Bros.']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1055413/', 'name': 'Michael Fassbender'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0922035/', 'name': 'Dominic West'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1385871/', 'name': 'Olga Kurylenko'}]",Michael Fassbender,https://www.imdb.com/name/nm1055413/,Dominic West,https://www.imdb.com/name/nm0922035/,Olga Kurylenko,https://www.imdb.com/name/nm1385871/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0551076/', 'name': 'Neil Marshall'}]",Neil Marshall,https://www.imdb.com/name/nm0551076/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0108804/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0104092/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0002663/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0551076/', 'name': 'Neil Marshall'}]",Neil Marshall,https://www.imdb.com/name/nm0551076/,unknown,unknown,unknown,unknown,97,0,1,12000000.0,USD,123570.0,42826.0,6890432.0
The Book of Eli,333934,6.8,14A,2010-01-15,"['Action', 'Adventure', 'Drama']",Action,Adventure,Drama,"['post apocalypse', 'cannibal', 'cannibalism', 'religion', 'bible']",post apocalypse,cannibal,cannibalism,religion,bible,"['Alcon Entertainment', 'Silver Pictures']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000243/', 'name': 'Denzel Washington'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0005109/', 'name': 'Mila Kunis'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0829032/', 'name': 'Ray Stevenson'}]",Denzel Washington,https://www.imdb.com/name/nm0000243/,Mila Kunis,https://www.imdb.com/name/nm0005109/,Ray Stevenson,https://www.imdb.com/name/nm0829032/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0400436/', 'name': 'Albert Hughes'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0400441/', 'name': 'Allen Hughes'}]",Albert Hughes,https://www.imdb.com/name/nm0400436/,Allen Hughes,https://www.imdb.com/name/nm0400441/,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0054452/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0019968/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1729428/', 'name': 'Gary Whitta'}]",Gary Whitta,https://www.imdb.com/name/nm1729428/,unknown,unknown,unknown,unknown,118,3,16,80000000.0,USD,94835059.0,32789494.0,157107755.0
Blue Valentine,208038,7.3,18A,2011-01-28,"['Drama', 'Romance']",Drama,Romance,unknown,"['dysfunctional family', 'falling in love', 'unplanned pregnancy', 'motel room', 'dysfunctional marriage']",dysfunctional family,falling in love,unplanned pregnancy,motel room,dysfunctional marriage,"['Incentive Filmed Entertainment', 'Silverwood Films', 'Hunting Lane Films']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0331516/', 'name': 'Ryan Gosling'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0931329/', 'name': 'Michelle Williams'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0231283/', 'name': 'John Doman'}]",Ryan Gosling,https://www.imdb.com/name/nm0331516/,Michelle Williams,https://www.imdb.com/name/nm0931329/,John Doman,https://www.imdb.com/name/nm0231283/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0161834/', 'name': 'Derek Cianfrance'}]",Derek Cianfrance,https://www.imdb.com/name/nm0161834/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0237804/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0156876/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0144109/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0161834/', 'name': 'Derek Cianfrance'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0193387/', 'name': 'Joey Curtis'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm2337556/', 'name': 'Cami Delavigne'}]",Derek Cianfrance,https://www.imdb.com/name/nm0161834/,Joey Curtis,https://www.imdb.com/name/nm0193387/,Cami Delavigne,https://www.imdb.com/name/nm2337556/,112,9,56,1000000.0,USD,9706328.0,193728.0,15440333.0
Tucker and Dale vs Evil,190671,7.5,14A,2010-12-09,"['Comedy', 'Horror']",Comedy,Horror,unknown,"['cabin in the woods', 'pickled eggs', 'cabin', 'blonde', 'group of friends']",cabin in the woods,pickled eggs,cabin,blonde,group of friends,"['Reliance Big Pictures', 'Loubyloo Productions', 'Gynormous Pictures']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0479527/', 'name': 'Tyler Labine'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0876138/', 'name': 'Alan Tudyk'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm2197298/', 'name': 'Katrina Bowden'}]",Tyler Labine,https://www.imdb.com/name/nm0479527/,Alan Tudyk,https://www.imdb.com/name/nm0876138/,Katrina Bowden,https://www.imdb.com/name/nm2197298/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0185848/', 'name': 'Eli Craig'}]",Eli Craig,https://www.imdb.com/name/nm0185848/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0261932/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0355656/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0161193/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0185848/', 'name': 'Eli Craig'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1549853/', 'name': 'Morgan Jurgenson'}]",Eli Craig,https://www.imdb.com/name/nm0185848/,Morgan Jurgenson,https://www.imdb.com/name/nm1549853/,unknown,unknown,89,12,14,,unknown,223838.0,52843.0,5224938.0
Buried,166850,7.0,14A,2010-09-29,"['Drama', 'Mystery', 'Thriller']",Drama,Mystery,Thriller,"['single set production', 'one person', 'buried alive', 'die hard scenario', 'minimal cast']",single set production,one person,buried alive,die hard scenario,minimal cast,"['Audiovisual Aval SGR', 'Avalis de Catalunya SGR', 'Generalitat de Catalunya - Institut Català de les Indústries Culturals (ICIC)']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0005351/', 'name': 'Ryan Reynolds'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0305825/', 'name': 'José Luis García-Pérez'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1746358/', 'name': 'Robert Paterson'}]",Ryan Reynolds,https://www.imdb.com/name/nm0005351/,José Luis García-Pérez,https://www.imdb.com/name/nm0305825/,Robert Paterson,https://www.imdb.com/name/nm1746358/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0181579/', 'name': 'Rodrigo Cortés'}]",Rodrigo Cortés,https://www.imdb.com/name/nm0181579/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0251498/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0348966/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0142370/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm2133655/', 'name': 'Chris Sparling'}]",Chris Sparling,https://www.imdb.com/name/nm2133655/,unknown,unknown,unknown,unknown,95,16,33,3000000.0,USD,1044143.0,100268.0,19439764.0
Dear John,155993,6.3,PG,2010-02-05,"['Drama', 'Romance', 'War']",Drama,Romance,War,"['asperger&apos;s syndrome', 'love letter', 'u.s. army', 'army', 'coin collector']",asperger&apos;s syndrome,love letter,u.s. army,army,coin collector,"['Screen Gems', 'Relativity Media', 'Temple Hill Entertainment']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1475594/', 'name': 'Channing Tatum'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1086543/', 'name': 'Amanda Seyfried'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0420955/', 'name': 'Richard Jenkins'}]",Channing Tatum,https://www.imdb.com/name/nm1475594/,Amanda Seyfried,https://www.imdb.com/name/nm1086543/,Richard Jenkins,https://www.imdb.com/name/nm0420955/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0002120/', 'name': 'Lasse Hallström'}]",Lasse Hallström,https://www.imdb.com/name/nm0002120/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0010568/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0142678/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0069651/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1956691/', 'name': 'Jamie Linden'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0817023/', 'name': 'Nicholas Sparks'}]",Jamie Linden,https://www.imdb.com/name/nm1956691/,Nicholas Sparks,https://www.imdb.com/name/nm0817023/,unknown,unknown,108,4,8,25000000.0,USD,80014842.0,30468614.0,114984666.0
Winter's Bone,148251,7.1,PG,2010-07-16,"['Drama', 'Mystery']",Drama,Mystery,unknown,"['female protagonist', 'ozark mountains', 'family relationships', 'girl', 'drug trade']",female protagonist,ozark mountains,family relationships,girl,drug trade,"['Anonymous Content', ""Winter's Bone Productions""]","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm2225369/', 'name': 'Jennifer Lawrence'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0370035/', 'name': 'John Hawkes'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0226813/', 'name': 'Garret Dillahunt'}]",Jennifer Lawrence,https://www.imdb.com/name/nm2225369/,John Hawkes,https://www.imdb.com/name/nm0370035/,Garret Dillahunt,https://www.imdb.com/name/nm0226813/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0335138/', 'name': 'Debra Granik'}]",Debra Granik,https://www.imdb.com/name/nm0335138/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0017525/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0271803/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0335138/', 'name': 'Debra Granik'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm1367893/', 'name': 'Anne Rosellini'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0940410/', 'name': 'Daniel Woodrell'}]",Debra Granik,https://www.imdb.com/name/nm0335138/,Anne Rosellini,https://www.imdb.com/name/nm1367893/,Daniel Woodrell,https://www.imdb.com/name/nm0940410/,100,63,131,2000000.0,USD,6531503.0,84797.0,13796834.0
The Kids Are All Right,133601,7.0,18A,2010-07-30,"['Comedy', 'Drama', 'Romance']",Comedy,Drama,Romance,"['two mothers', 'brother sister relationship', 'biological father', 'sperm donor', 'coming of age']",two mothers,brother sister relationship,biological father,sperm donor,coming of age,"['Focus Features', 'Gilbert Films', 'Saint Aire Production']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000906/', 'name': 'Annette Bening'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000194/', 'name': 'Julianne Moore'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0749263/', 'name': 'Mark Ruffalo'}]",Annette Bening,https://www.imdb.com/name/nm0000906/,Julianne Moore,https://www.imdb.com/name/nm0000194/,Mark Ruffalo,https://www.imdb.com/name/nm0749263/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0158966/', 'name': 'Lisa Cholodenko'}]",Lisa Cholodenko,https://www.imdb.com/name/nm0158966/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0042399/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0249085/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0047376/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0158966/', 'name': 'Lisa Cholodenko'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0089742/', 'name': 'Stuart Blumberg'}]",Lisa Cholodenko,https://www.imdb.com/name/nm0158966/,Stuart Blumberg,https://www.imdb.com/name/nm0089742/,unknown,unknown,106,29,133,4000000.0,USD,20811365.0,491971.0,34758951.0
