Name,IMDB Ratings,IMDB Score,Content Rating,Date Released,Genres,Genre 1,Genre 2,Genre 3,Keywords,Keyword 1,Keyword 2,Keyword 3,Keyword 4,Keyword 5,Production Companies,Stars,Star 1,Star 1 url,Star 2,Star 2 url,Star 3,Star 3 url,Directors,Director 1,Director 1 url,Director 2,Director 2 url,Director 3,Director 3 url,Writers,Writer 1,Writer 1 url,Writer 2,Writer 2 url,Writer 3,Writer 3 url,Runtime,Nominations,Awards,Estimated Budget,Budget Currency,Gross Revenue US&Canada USD,Opening Weekend Revenue US&Canada USD,Gross Revenue Worldwide USD
Memento,1298259,8.4,14A,2001-05-25,"['Mystery', 'Thriller']",Mystery,Thriller,unknown,"['memory', 'short term memory loss', 'hidden truth', 'murder', 'telephone']",memory,short term memory loss,hidden truth,murder,telephone,"['Newmarket Capital Group', 'Team Todd', 'I Remember Productions']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0001602/', 'name': 'Guy Pearce'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0005251/', 'name': 'Carrie-Anne Moss'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0001592/', 'name': 'Joe Pantoliano'}]",Guy Pearce,https://www.imdb.com/name/nm0001602/,Carrie-Anne Moss,https://www.imdb.com/name/nm0005251/,Joe Pantoliano,https://www.imdb.com/name/nm0001592/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0634240/', 'name': 'Christopher Nolan'}]",Christopher Nolan,https://www.imdb.com/name/nm0634240/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0082027/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0050544/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0156819/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0634240/', 'name': 'Christopher Nolan'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0634300/', 'name': 'Jonathan Nolan'}]",Christopher Nolan,https://www.imdb.com/name/nm0634240/,Jonathan Nolan,https://www.imdb.com/name/nm0634300/,unknown,unknown,113,57,59,9000000.0,USD,25544867.0,235488.0,40047078.0
Almost Famous,289102,7.9,14A,2000-09-22,"['Adventure', 'Comedy', 'Drama']",Adventure,Comedy,Drama,"['rock &apos;n&apos; roll', '1970s', 'rolling stone magazine', 'on the road', 'journalism']",rock &apos;n&apos; roll,1970s,rolling stone magazine,on the road,journalism,"['Dreamworks Pictures', 'Columbia Pictures', 'Vinyl Films']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0001082/', 'name': 'Billy Crudup'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0297578/', 'name': 'Patrick Fugit'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0005028/', 'name': 'Kate Hudson'}]",Billy Crudup,https://www.imdb.com/name/nm0001082/,Patrick Fugit,https://www.imdb.com/name/nm0297578/,Kate Hudson,https://www.imdb.com/name/nm0005028/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0001081/', 'name': 'Cameron Crowe'}]",Cameron Crowe,https://www.imdb.com/name/nm0001081/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0819670/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0050868/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0047730/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0001081/', 'name': 'Cameron Crowe'}]",Cameron Crowe,https://www.imdb.com/name/nm0001081/,unknown,unknown,unknown,unknown,122,54,103,60000000.0,USD,32534850.0,2314646.0,47386287.0
Remember the Titans,228032,7.8,PG,2000-09-29,"['Biography', 'Drama', 'Sport']",Biography,Drama,Sport,"['1970s', 'racial tension', 'american football', 'homosexual', 'frienship']",1970s,racial tension,american football,homosexual,frienship,"['Jerry Bruckheimer Films', 'Run It Up Productions Inc.', 'Technical Black']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000243/', 'name': 'Denzel Washington'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0001599/', 'name': 'Will Patton'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0365445/', 'name': 'Wood Harris'}]",Denzel Washington,https://www.imdb.com/name/nm0000243/,Will Patton,https://www.imdb.com/name/nm0001599/,Wood Harris,https://www.imdb.com/name/nm0365445/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0945026/', 'name': 'Boaz Yakin'}]",Boaz Yakin,https://www.imdb.com/name/nm0945026/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0026281/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0129145/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0012088/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0397322/', 'name': 'Gregory Allen Howard'}]",Gregory Allen Howard,https://www.imdb.com/name/nm0397322/,unknown,unknown,unknown,unknown,113,8,17,30000000.0,USD,115719751.0,20905831.0,136771683.0
Men of Honor,123488,7.2,R,2000-11-10,"['Biography', 'Drama']",Biography,Drama,unknown,"['african american', 'racial discrimination', '1960s', 'hatred', 'prosthetic leg']",african american,racial discrimination,1960s,hatred,prosthetic leg,"['Fox 2000 Pictures', 'State Street Pictures']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000421/', 'name': 'Cuba Gooding Jr.'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000134/', 'name': 'Robert De Niro'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000234/', 'name': 'Charlize Theron'}]",Cuba Gooding Jr.,https://www.imdb.com/name/nm0000421/,Robert De Niro,https://www.imdb.com/name/nm0000134/,Charlize Theron,https://www.imdb.com/name/nm0000234/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0863387/', 'name': 'George Tillman Jr.'}]",George Tillman Jr.,https://www.imdb.com/name/nm0863387/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0017497/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0068765/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0809899/', 'name': 'Scott Marshall Smith'}]",Scott Marshall Smith,https://www.imdb.com/name/nm0809899/,unknown,unknown,unknown,unknown,129,0,11,32000000.0,USD,48818921.0,13339465.0,82343495.0
Snatch,893403,8.2,16+,2001-01-19,"['Comedy', 'Crime']",Comedy,Crime,unknown,"['diamond', 'boxer', 'narrated by character', 'cockney accent', 'ensemble cast']",diamond,boxer,narrated by character,cockney accent,ensemble cast,"['Columbia Pictures', 'SKA Films']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0005458/', 'name': 'Jason Statham'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000093/', 'name': 'Brad Pitt'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0334318/', 'name': 'Stephen Graham'}]",Jason Statham,https://www.imdb.com/name/nm0005458/,Brad Pitt,https://www.imdb.com/name/nm0000093/,Stephen Graham,https://www.imdb.com/name/nm0334318/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0005363/', 'name': 'Guy Ritchie'}]",Guy Ritchie,https://www.imdb.com/name/nm0005363/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0050868/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0000750/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0005363/', 'name': 'Guy Ritchie'}]",Guy Ritchie,https://www.imdb.com/name/nm0005363/,unknown,unknown,unknown,unknown,104,4,7,6000000.0,GBP,30328156.0,27932.0,83557872.0
Hollow Man,136668,5.8,18A,2000-08-04,"['Action', 'Horror', 'Sci-Fi']",Action,Horror,Sci-Fi,"['breasts', 'nudity', 'scantily clad female', 'experiment', 'stalker']",breasts,nudity,scantily clad female,experiment,stalker,"['Columbia Pictures', 'Global Entertainment Productions GmbH & Company Medien KG']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000102/', 'name': 'Kevin Bacon'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000223/', 'name': 'Elisabeth Shue'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000982/', 'name': 'Josh Brolin'}]",Kevin Bacon,https://www.imdb.com/name/nm0000102/,Elisabeth Shue,https://www.imdb.com/name/nm0000223/,Josh Brolin,https://www.imdb.com/name/nm0000982/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000682/', 'name': 'Paul Verhoeven'}]",Paul Verhoeven,https://www.imdb.com/name/nm0000682/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0050868/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0012600/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0860155/', 'name': 'Gary Scott Thompson'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0549256/', 'name': 'Andrew W. Marlowe'}]",Gary Scott Thompson,https://www.imdb.com/name/nm0860155/,Andrew W. Marlowe,https://www.imdb.com/name/nm0549256/,unknown,unknown,112,7,15,95000000.0,USD,73209340.0,26414386.0,190213455.0
The Cell,107570,6.4,16+,2000-08-18,"['Crime', 'Horror', 'Sci-Fi']",Crime,Horror,Sci-Fi,"['serial killer', 'race against time', 'coma', 'sadomasochism', 'gore']",serial killer,race against time,coma,sadomasochism,gore,"['New Line Cinema', 'Caro-McLeod', 'RadicalMedia']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000182/', 'name': 'Jennifer Lopez'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000681/', 'name': 'Vince Vaughn'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000352/', 'name': 'Vincent D&apos;Onofrio'}]",Jennifer Lopez,https://www.imdb.com/name/nm0000182/,Vince Vaughn,https://www.imdb.com/name/nm0000681/,Vincent D&apos;Onofrio,https://www.imdb.com/name/nm0000352/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0802248/', 'name': 'Tarsem Singh'}]",Tarsem Singh,https://www.imdb.com/name/nm0802248/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0046718/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0067485/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0029540/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0698873/', 'name': 'Mark Protosevich'}]",Mark Protosevich,https://www.imdb.com/name/nm0698873/,unknown,unknown,unknown,unknown,107,9,29,33000000.0,USD,61334059.0,17515050.0,104155843.0
Bring It On,103186,6.1,PG,2000-08-25,"['Comedy', 'Romance', 'Sport']",Comedy,Romance,Sport,"['guilty pleasure', 'cheerleading squad', 'cheerleading', 'high school', 'directorial debut']",guilty pleasure,cheerleading squad,cheerleading,high school,directorial debut,"['Beacon Communications', 'Beacon Pictures', 'Wonderworks Films']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000379/', 'name': 'Kirsten Dunst'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0244630/', 'name': 'Eliza Dushku'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0103038/', 'name': 'Jesse Bradford'}]",Kirsten Dunst,https://www.imdb.com/name/nm0000379/,Eliza Dushku,https://www.imdb.com/name/nm0244630/,Jesse Bradford,https://www.imdb.com/name/nm0103038/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0715636/', 'name': 'Peyton Reed'}]",Peyton Reed,https://www.imdb.com/name/nm0715636/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0064908/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0097246/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0335449/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0070566/', 'name': 'Jessica Bendinger'}]",Jessica Bendinger,https://www.imdb.com/name/nm0070566/,unknown,unknown,unknown,unknown,98,2,7,11000000.0,USD,68379000.0,17362105.0,90449929.0
Space Cowboys,85068,6.5,PG,2000-08-04,"['Action', 'Adventure', 'Thriller']",Action,Adventure,Thriller,"['space shuttle', 'astronaut', 'satellite', 'flight simulator', 'one last job']",space shuttle,astronaut,satellite,flight simulator,one last job,"['Clipsal Films', 'Mad Chance', 'Malpaso Productions']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000142/', 'name': 'Clint Eastwood'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000169/', 'name': 'Tommy Lee Jones'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000661/', 'name': 'Donald Sutherland'}]",Clint Eastwood,https://www.imdb.com/name/nm0000142/,Tommy Lee Jones,https://www.imdb.com/name/nm0000169/,Donald Sutherland,https://www.imdb.com/name/nm0000661/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000142/', 'name': 'Clint Eastwood'}]",Clint Eastwood,https://www.imdb.com/name/nm0000142/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0079381/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0034487/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0010258/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0442190/', 'name': 'Ken Kaufman'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0458439/', 'name': 'Howard Klausner'}]",Ken Kaufman,https://www.imdb.com/name/nm0442190/,Howard Klausner,https://www.imdb.com/name/nm0458439/,unknown,unknown,130,4,9,65000000.0,USD,90464773.0,18093776.0,128884132.0
X-Men,637302,7.3,PG,2000-07-14,"['Action', 'Adventure', 'Sci-Fi']",Action,Adventure,Sci-Fi,"['mutant', 'superhero', 'superhero team', 'logan character', 'erik lehnsherr character']",mutant,superhero,superhero team,logan character,erik lehnsherr character,"['Twentieth Century Fox', 'Marvel Enterprises', ""Donners' Company""]","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0001772/', 'name': 'Patrick Stewart'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0413168/', 'name': 'Hugh Jackman'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0005212/', 'name': 'Ian McKellen'}]",Patrick Stewart,https://www.imdb.com/name/nm0001772/,Hugh Jackman,https://www.imdb.com/name/nm0413168/,Ian McKellen,https://www.imdb.com/name/nm0005212/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0001741/', 'name': 'Bryan Singer'}]",Bryan Singer,https://www.imdb.com/name/nm0001741/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0000756/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0095134/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0001946/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0220892/', 'name': 'Tom DeSanto'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0001741/', 'name': 'Bryan Singer'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0371684/', 'name': 'David Hayter'}]",Tom DeSanto,https://www.imdb.com/name/nm0220892/,Bryan Singer,https://www.imdb.com/name/nm0001741/,David Hayter,https://www.imdb.com/name/nm0371684/,104,14,26,75000000.0,USD,157299718.0,54471475.0,296339528.0
Scary Movie,280849,6.3,18A,2000-07-07,['Comedy'],Comedy,unknown,unknown,"['spoof', 'crude humor', 'parody', 'movie theater', 'telephone call']",spoof,crude humor,parody,movie theater,telephone call,"['Dimension Films', 'Wayans Bros. Entertainment', 'Gold/Miller Productions']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0267506/', 'name': 'Anna Faris'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0009016/', 'name': 'Jon Abrahams'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0005541/', 'name': 'Marlon Wayans'}]",Anna Faris,https://www.imdb.com/name/nm0267506/,Jon Abrahams,https://www.imdb.com/name/nm0009016/,Marlon Wayans,https://www.imdb.com/name/nm0005541/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0005540/', 'name': 'Keenen Ivory Wayans'}]",Keenen Ivory Wayans,https://www.imdb.com/name/nm0005540/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0019626/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0001823/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0052918/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0915465/', 'name': 'Shawn Wayans'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0005541/', 'name': 'Marlon Wayans'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0424688/', 'name': 'Buddy Johnson'}]",Shawn Wayans,https://www.imdb.com/name/nm0915465/,Marlon Wayans,https://www.imdb.com/name/nm0005541/,Buddy Johnson,https://www.imdb.com/name/nm0424688/,88,7,6,19000000.0,USD,157019771.0,42346669.0,278019771.0
What Lies Beneath,133785,6.6,14A,2000-07-21,"['Drama', 'Horror', 'Mystery']",Drama,Horror,Mystery,"['hitchcockian', 'death by drowning', 'secret', 'ghost', 'panic']",hitchcockian,death by drowning,secret,ghost,panic,"['Dreamworks Pictures', 'Twentieth Century Fox', 'ImageMovers']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000148/', 'name': 'Harrison Ford'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000201/', 'name': 'Michelle Pfeiffer'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0870007/', 'name': 'Katharine Towne'}]",Harrison Ford,https://www.imdb.com/name/nm0000148/,Michelle Pfeiffer,https://www.imdb.com/name/nm0000201/,Katharine Towne,https://www.imdb.com/name/nm0870007/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000709/', 'name': 'Robert Zemeckis'}]",Robert Zemeckis,https://www.imdb.com/name/nm0000709/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0819670/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0000756/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0038131/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0163988/', 'name': 'Clark Gregg'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0449576/', 'name': 'Sarah Kernochan'}]",Clark Gregg,https://www.imdb.com/name/nm0163988/,Sarah Kernochan,https://www.imdb.com/name/nm0449576/,unknown,unknown,130,7,7,100000000.0,USD,155464351.0,29702959.0,291420351.0
Coyote Ugly,119614,5.7,PG,2000-08-04,"['Comedy', 'Drama', 'Music']",Comedy,Drama,Music,"['blonde', 'ambition', 'songwriter', 'bar', 'single father']",blonde,ambition,songwriter,bar,single father,"['Touchstone Pictures', 'Jerry Bruckheimer Films']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0005305/', 'name': 'Piper Perabo'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0305081/', 'name': 'Adam Garcia'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000422/', 'name': 'John Goodman'}]",Piper Perabo,https://www.imdb.com/name/nm0005305/,Adam Garcia,https://www.imdb.com/name/nm0305081/,John Goodman,https://www.imdb.com/name/nm0000422/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0573589/', 'name': 'David McNally'}]",David McNally,https://www.imdb.com/name/nm0573589/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0049348/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0026281/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0920859/', 'name': 'Gina Wendkos'}]",Gina Wendkos,https://www.imdb.com/name/nm0920859/,unknown,unknown,unknown,unknown,100,4,8,45000000.0,USD,60786269.0,17319282.0,113916474.0
Gone in Sixty Seconds,290598,6.5,14A,2000-06-09,"['Action', 'Crime', 'Thriller']",Action,Crime,Thriller,"['car theft', 'car movie', 'grand theft auto', 'nighttime', 'illegal drug']",car theft,car movie,grand theft auto,nighttime,illegal drug,"['Touchstone Pictures', 'Jerry Bruckheimer Films']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000115/', 'name': 'Nicolas Cage'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0001401/', 'name': 'Angelina Jolie'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000610/', 'name': 'Giovanni Ribisi'}]",Nicolas Cage,https://www.imdb.com/name/nm0000115/,Angelina Jolie,https://www.imdb.com/name/nm0001401/,Giovanni Ribisi,https://www.imdb.com/name/nm0000610/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0784061/', 'name': 'Dominic Sena'}]",Dominic Sena,https://www.imdb.com/name/nm0784061/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0049348/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0026281/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0355181/', 'name': 'H.B. Halicki'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0003298/', 'name': 'Scott Rosenberg'}]",H.B. Halicki,https://www.imdb.com/name/nm0355181/,Scott Rosenberg,https://www.imdb.com/name/nm0003298/,unknown,unknown,118,9,6,90000000.0,USD,101648571.0,25336048.0,237202299.0
The Patriot,289008,7.2,14A,2000-06-28,"['Action', 'Drama', 'History']",Action,Drama,History,"['american revolution', '18th century', 'british army', 'rifle', 'war crime']",american revolution,18th century,british army,rifle,war crime,"['Columbia Pictures', 'Centropolis Entertainment', 'Mutual Film Company']","[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000154/', 'name': 'Mel Gibson'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0005132/', 'name': 'Heath Ledger'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000613/', 'name': 'Joely Richardson'}]",Mel Gibson,https://www.imdb.com/name/nm0000154/,Heath Ledger,https://www.imdb.com/name/nm0005132/,Joely Richardson,https://www.imdb.com/name/nm0000613/,"[{'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0000386/', 'name': 'Roland Emmerich'}]",Roland Emmerich,https://www.imdb.com/name/nm0000386/,unknown,unknown,unknown,unknown,"[{'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0050868/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0050111/'}, {'@type': 'Organization', 'url': 'https://www.imdb.com/company/co0007500/'}, {'@type': 'Person', 'url': 'https://www.imdb.com/name/nm0734441/', 'name': 'Robert Rodat'}]",Robert Rodat,https://www.imdb.com/name/nm0734441/,unknown,unknown,unknown,unknown,165,9,23,110000000.0,USD,113330342.0,22413710.0,215294342.0
